#,Zn_mole (mmol),Additive_mole (%),LogMolarRatio,Additive_SMILES,IUPAC_NAME,CE_1 (%),CE_2 (%),CE_3 (%),CE_aver. (%)
438,0.10006,0.00407,1.39046,COCCOCCO,2-(2-methoxyethoxy)ethan-1-ol,93.61705,93.6135,93.53359,93.58805
439,0.10006,0.00401,1.39732,COCCOCCOC,1-methoxy-2-(2-methoxyethoxy)ethane,96.86226,95.3401,95.93485,96.04573
440,0.10006,0.00413,1.38395,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",95.30332,96.14592,96.02356,95.82426
441,0.10006,0.00407,1.39058,C(C(F)F)O,"2,2-difluoroethan-1-ol",91.51051,93.41359,93.1719,92.69867
442,0.10006,0.00406,1.39163,C1COS(=O)(=O)C1,"1,2-oxathiolane 2,2-dioxide",85.72362,86.57866,87.49843,86.60024
443,0.10002,0.00502,1.29972,O1CCOCC1,"1,4-dioxane",93.47986,92.54481,91.52672,92.51713
444,0.10002,0.00516,1.28707,OCCN(CCO)CCO,"2,2',2''-nitrilotris(ethan-1-ol)",98.7799,98.95534,99.01318,98.91614
445,0.10002,0.00511,1.29182,OCCNCCO,"2,2'-azanediylbis(ethan-1-ol)",96.34103,96.70501,96.19847,96.41483
446,0.10002,0.00509,1.29337,COCCOCCO,2-(2-methoxyethoxy)ethan-1-ol,93.29495,93.60338,94.91877,93.93903
447,0.10002,0.00501,1.30023,COCCOCCOC,1-methoxy-2-(2-methoxyethoxy)ethane,96.55934,96.66433,97.55386,96.92584
448,0.10002,0.00517,1.28687,COCCOCCOCCOC,"2,5,8,11-tetraoxadodecane",94.94472,95.15338,95.3999,95.166
449,0.10002,0.00509,1.29349,C(C(F)F)O,"2,2-difluoroethan-1-ol",93.3128,93.26447,90.36289,92.31339
450,0.10006,0.00104,1.98156,OCC(F)(F)F,"2,2,2-trifluoroethan-1-ol",93.16033,93.64481,94.28377,93.6963
451,0.10006,0.001,1.99821,C1CCOC1,tetrahydrofuran,92.95369,92.88812,93.02667,92.95616
452,0.10006,0.00103,1.98559,CC1COC(=O)O1,"4-methyl-1,3-dioxolan-2-one",93.2797,93.39026,93.14128,93.27041
453,0.10006,0.001,1.99904,CN(C)C(C)=O,"N,N-dimethylacetamide",94.50591,95.69683,93.33011,94.51095
454,0.10006,0.00101,1.99651,C1CNCCO1,morpholine,97.59593,96.12343,96.7152,96.81152
455,0.10006,0.00104,1.98457,NCCO,2-aminoethan-1-ol,93.24171,93.25809,93.2621,93.25397
456,0.10006,0.00102,1.99036,CN(C)CCN(C)C,"N1,N1,N2,N2-tetramethylethane-1,2-diamine",98.4363,98.50539,98.47085,98.47085
457,0.10006,0.00101,1.99383,CC#N,acetonitrile,93.59525,93.60411,93.58883,93.59606
458,0.10006,0.00209,1.68053,OCC(F)(F)F,"2,2,2-trifluoroethan-1-ol",92.56855,93.64894,93.00678,93.07476
459,0.10006,0.00201,1.69718,C1CCOC1,tetrahydrofuran,93.46261,93.64005,93.01252,93.37173
460,0.10006,0.00207,1.68455,CC1COC(=O)O1,"4-methyl-1,3-dioxolan-2-one",92.62774,93.26846,93.62629,93.17416
461,0.10006,0.00201,1.69801,CN(C)C(C)=O,"N,N-dimethylacetamide",94.59312,95.2875,93.60227,94.4943
462,0.10006,0.00202,1.69548,C1CNCCO1,morpholine,98.37946,96.80116,98.18396,97.78819
463,0.10006,0.00207,1.68353,NCCO,2-aminoethan-1-ol,95.32264,95.24571,94.42765,94.99867
464,0.10006,0.00205,1.68933,CN(C)CCN(C)C,"N1,N1,N2,N2-tetramethylethane-1,2-diamine",98.25218,98.28299,98.27462,98.26993
465,0.10006,0.00203,1.69279,CC#N,acetonitrile,93.88986,94.08874,93.73229,93.90363
466,0.10001,0.00418,1.37929,OCC(F)(F)F,"2,2,2-trifluoroethan-1-ol",93.80799,94.09638,93.7202,93.87486
467,0.10001,0.00402,1.39594,C1CCOC1,tetrahydrofuran,94.36885,96.34092,92.85115,94.52031
468,0.10001,0.00414,1.38331,CC1COC(=O)O1,"4-methyl-1,3-dioxolan-2-one",93.96167,92.86733,93.40533,93.41144
469,0.10001,0.00401,1.39677,CN(C)C(C)=O,"N,N-dimethylacetamide",93.82678,93.62113,93.85226,93.76672
